VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge,airport_fee,pickup_X,pickup_Y,pickup_borough,location_i_pickup,objectid_pickup,pickup_shape_area,shape_leng_pickup,pickup_zone,X,Y,borough,location_i_dropoff,objectid_dropoff,shape_area,shape_leng_dropoff,zone
1,11/1/2022 0:55,11/1/2022 1:01,1,0.8,1,N,79,79,1,6,3,0.5,1.95,0,0.3,11.75,2.5,0,-73.98521394,40.72794396,Manhattan,79,79,0.000107893,0.042624911,East Village,-73.98521394,40.72794396,Manhattan,79,79,0.000107893,0.042624911,East Village
2,11/1/2022 0:05,11/1/2022 0:08,1,0.59,1,N,48,246,1,4.5,0.5,0.5,1,0,0.3,9.3,2.5,0,-73.98985665,40.76223669,Manhattan,48,48,9.42538425377e-05,0.043746744,Clinton East,-74.00451221,40.75243776,Manhattan,246,246,0.000281298,0.069467194,West Chelsea/Hudson Yards
2,11/1/2022 0:11,11/1/2022 0:27,1,2.61,1,N,50,137,1,12,0.5,0.5,3.16,0,0.3,18.96,2.5,0,-73.99389977,40.76669181,Manhattan,50,50,0.000173249,0.055747987,Clinton West,-73.97712049,40.74035752,Manhattan,137,137,0.000116455,0.046107624,Kips Bay
2,11/1/2022 0:50,11/1/2022 0:50,2,0,5,N,100,100,1,67.55,0,0,19.22,6.55,0.3,96.12,2.5,0,-73.9887859,40.75351403,Manhattan,100,100,3.74700210291e-05,0.024813109,Garment District,-73.9887859,40.75351403,Manhattan,100,100,3.74700210291e-05,0.024813109,Garment District
2,11/1/2022 0:59,11/1/2022 1:11,1,3.55,1,N,230,151,1,12.5,0.5,0.5,3.26,0,0.3,19.56,2.5,0,-73.98417616,40.75984468,Manhattan,230,230,5.60914463266e-05,0.03102831,Times Sq/Theatre District,-73.96780678,40.79786723,Manhattan,151,151,0.000128849,0.054889941,Manhattan Valley
2,11/1/2022 0:09,11/1/2022 0:23,1,5.49,1,N,237,119,1,16.5,0.5,0.5,5,0,0.3,25.3,2.5,0,-73.96569149,40.76854181,Manhattan,237,237,9.59873206621e-05,0.0422126,Upper East Side South,-73.92696003,40.83673391,Bronx,119,119,0.000185779,0.083507036,Highbridge
2,11/1/2022 0:32,11/1/2022 0:37,1,0.98,1,N,247,167,2,6,0.5,0.5,0,0,0.3,7.3,0,0,-73.92513265,40.82914584,Bronx,247,247,0.000205617,0.092967858,West Concourse,-73.90444934,40.82798167,Bronx,167,167,0.000167529,0.090815974,Morrisania/Melrose
1,11/1/2022 0:07,11/1/2022 0:17,3,2.3,1,N,90,48,1,9.5,3,0.5,2.65,0,0.3,15.95,2.5,0,-73.99677701,40.74254679,Manhattan,90,90,5.53132476305e-05,0.030759162,Flatiron,-73.98985665,40.76223669,Manhattan,48,48,9.42538425377e-05,0.043746744,Clinton East
1,11/1/2022 0:35,11/1/2022 0:40,2,1.8,1,N,68,50,1,7.5,3,0.5,5,0,0.3,16.3,2.5,0,-73.99994016,40.74839716,Manhattan,68,68,0.000111073,0.04933738,East Chelsea,-73.99389977,40.76669181,Manhattan,50,50,0.000173249,0.055747987,Clinton West
1,11/1/2022 0:44,11/1/2022 0:46,2,0.5,1,N,48,48,1,4,3,0.5,0,0,0.3,7.8,2.5,0,-73.98985665,40.76223669,Manhattan,48,48,9.42538425377e-05,0.043746744,Clinton East,-73.98985665,40.76223669,Manhattan,48,48,9.42538425377e-05,0.043746744,Clinton East
1,11/1/2022 0:58,11/1/2022 1:28,2,13.6,1,N,90,134,1,39.5,3,0.5,8.65,0,0.3,51.95,2.5,0,-73.99677701,40.74254679,Manhattan,90,90,5.53132476305e-05,0.030759162,Flatiron,-73.83000179,40.70876385,Queens,134,134,0.000202375,0.069587822,Kew Gardens
1,11/1/2022 0:09,11/1/2022 0:18,0,4.2,1,Y,79,262,1,13,3,0.5,3,0,0.3,19.8,2.5,0,-73.98521394,40.72794396,Manhattan,79,79,0.000107893,0.042624911,East Village,-73.94582992,40.77653654,Manhattan,262,262,0.00012233,0.049063623,Yorkville East
1,11/1/2022 0:06,11/1/2022 0:38,1,2.7,1,N,230,79,1,20.5,3,0.5,4.85,0,0.3,29.15,2.5,0,-73.98417616,40.75984468,Manhattan,230,230,5.60914463266e-05,0.03102831,Times Sq/Theatre District,-73.98521394,40.72794396,Manhattan,79,79,0.000107893,0.042624911,East Village
1,11/1/2022 0:48,11/1/2022 1:00,1,1.4,1,N,107,164,2,8.5,3,0.5,0,0,0.3,12.3,2.5,0,-73.98331041,40.7373483,Manhattan,107,107,7.46112192675e-05,0.038041365,Gramercy,-73.98592911,40.74880822,Manhattan,164,164,5.56318237441e-05,0.035771612,Midtown South
1,11/1/2022 0:41,11/1/2022 0:47,3,1.6,1,N,236,74,2,7,3,0.5,0,0,0.3,10.8,2.5,0,-73.95697238,40.78049139,Manhattan,236,236,0.000102864,0.044251922,Upper East Side North,-73.93831331,40.80556468,Manhattan,74,74,0.000295038,0.110290936,East Harlem North
2,11/1/2022 0:15,11/1/2022 0:25,2,2.78,1,N,163,262,1,10.5,0.5,0.5,2.86,0,0.3,17.16,2.5,0,-73.9783669,40.7644253,Manhattan,163,163,4.08567804196e-05,0.034176867,Midtown North,-73.94582992,40.77653654,Manhattan,262,262,0.00012233,0.049063623,Yorkville East
2,11/1/2022 0:31,11/1/2022 0:42,2,2.97,1,N,237,24,1,11,0.5,0.5,2,0,0.3,16.8,2.5,0,-73.96569149,40.76854181,Manhattan,237,237,9.59873206621e-05,0.0422126,Upper East Side South,-73.9655685,40.80203268,Manhattan,24,24,6.07235737749e-05,0.046999962,Bloomingdale
2,11/1/2022 0:12,11/1/2022 0:25,1,2.74,1,N,125,170,2,11.5,0.5,0.5,0,0,0.3,15.3,2.5,0,-74.00717607,40.72537614,Manhattan,125,125,7.64293209892e-05,0.049732212,Hudson Sq,-73.97694274,40.74765443,Manhattan,170,170,7.43150675972e-05,0.045769009,Murray Hill
2,11/1/2022 0:36,11/1/2022 0:39,2,0.46,1,N,107,170,1,4,0.5,0.5,1.56,0,0.3,9.36,2.5,0,-73.98331041,40.7373483,Manhattan,107,107,7.46112192675e-05,0.038041365,Gramercy,-73.97694274,40.74765443,Manhattan,170,170,7.43150675972e-05,0.045769009,Murray Hill
2,11/1/2022 0:54,11/1/2022 1:14,2,4.73,1,N,90,263,1,17,0.5,0.5,6.24,0,0.3,27.04,2.5,0,-73.99677701,40.74254679,Manhattan,90,90,5.53132476305e-05,0.030759162,Flatiron,-73.95120935,40.77849396,Manhattan,263,263,6.57697664169e-05,0.037016625,Yorkville West
2,11/1/2022 0:15,11/1/2022 0:39,1,13.9,1,N,132,149,2,38,0.5,0.5,0,0,0.3,40.55,0,1.25,-73.77834068,40.64268311,Queens,132,132,0.002038301,0.245478517,JFK Airport,-73.94847338,40.6065537,Brooklyn,149,149,0.00027064,0.083680582,Madison
2,11/1/2022 0:29,11/1/2022 0:40,1,2.02,1,N,144,68,1,9.5,0.5,0.5,2.66,0,0.3,15.96,2.5,0,-73.99740673,40.72058154,Manhattan,144,144,4.74789670369e-05,0.027620167,Little Italy/NoLiTa,-73.99994016,40.74839716,Manhattan,68,68,0.000111073,0.04933738,East Chelsea
1,11/1/2022 0:50,11/1/2022 1:26,1,21.5,2,N,132,243,1,52,1.25,0.5,12.1,6.55,0.3,72.7,0,1.25,-73.77834068,40.64268311,Queens,132,132,0.002038301,0.245478517,JFK Airport,-73.93282471,40.8586701,Manhattan,243,243,0.000438377,0.0943315,Washington Heights North
1,11/1/2022 0:54,11/1/2022 1:11,1,5.5,1,N,79,74,1,17,3,0.5,4.16,0,0.3,24.96,2.5,0,-73.98521394,40.72794396,Manhattan,79,79,0.000107893,0.042624911,East Village,-73.93831331,40.80556468,Manhattan,74,74,0.000295038,0.110290936,East Harlem North
1,11/1/2022 0:08,11/1/2022 0:42,1,6.7,1,N,43,95,2,23,3,0.5,0,0,0.3,26.8,2.5,0,-73.96557217,40.7824596,Manhattan,43,43,0.000379663,0.099738618,Central Park,-73.84822805,40.72347879,Queens,95,95,0.00057277,0.113629605,Forest Hills
2,11/1/2022 0:15,11/1/2022 0:27,1,1.52,1,N,116,24,1,9.5,0.5,0.5,2.16,0,0.3,12.96,0,0,-73.94736722,40.82753532,Manhattan,116,116,0.000260415,0.068116484,Hamilton Heights,-73.9655685,40.80203268,Manhattan,24,24,6.07235737749e-05,0.046999962,Bloomingdale
2,11/1/2022 0:01,11/1/2022 0:09,2,3.08,1,N,70,129,2,11,0.5,0.5,0,0,0.3,13.55,0,1.25,-73.86840539,40.76394772,Queens,70,70,0.000195458,0.063840318,East Elmhurst,-73.88740844,40.75906899,Queens,129,129,0.000473988,0.093272727,Jackson Heights
2,11/1/2022 0:20,11/1/2022 0:38,1,5.7,1,N,161,152,2,18,0.5,0.5,0,0,0.3,21.8,2.5,0,-73.97743184,40.7582264,Manhattan,161,161,7.19130682992e-05,0.03580391,Midtown Center,-73.95432354,40.81757868,Manhattan,152,152,0.000146638,0.057909477,Manhattanville
2,11/1/2022 0:26,11/1/2022 0:30,1,0.59,1,N,246,68,1,4.5,0.5,0.5,1.66,0,0.3,9.96,2.5,0,-74.00451221,40.75243776,Manhattan,246,246,0.000281298,0.069467194,West Chelsea/Hudson Yards,-73.99994016,40.74839716,Manhattan,68,68,0.000111073,0.04933738,East Chelsea
2,10/31/2022 23:57,11/1/2022 0:05,1,1.5,1,N,90,50,1,7.5,0.5,0.5,1.13,0,0.3,12.43,2.5,0,-73.99677701,40.74254679,Manhattan,90,90,5.53132476305e-05,0.030759162,Flatiron,-73.99389977,40.76669181,Manhattan,50,50,0.000173249,0.055747987,Clinton West
2,11/1/2022 0:09,11/1/2022 0:28,1,2.83,1,N,246,148,1,14.5,0.5,0.5,5.49,0,0.3,23.79,2.5,0,-74.00451221,40.75243776,Manhattan,246,246,0.000281298,0.069467194,West Chelsea/Hudson Yards,-73.99071887,40.71921043,Manhattan,148,148,6.97489921327e-05,0.039130502,Lower East Side
2,11/1/2022 0:15,11/1/2022 0:38,3,3.01,1,N,90,144,1,16,0.5,0.5,1,0,0.3,20.8,2.5,0,-73.99677701,40.74254679,Manhattan,90,90,5.53132476305e-05,0.030759162,Flatiron,-73.99740673,40.72058154,Manhattan,144,144,4.74789670369e-05,0.027620167,Little Italy/NoLiTa
2,11/1/2022 0:44,11/1/2022 0:53,1,1.96,1,N,114,261,1,8.5,0.5,0.5,1,0,0.3,13.3,2.5,0,-73.99867809,40.72861251,Manhattan,114,114,4.70207704945e-05,0.031727035,Greenwich Village South,-74.01291956,40.7089752,Manhattan,261,261,3.43423231652e-05,0.027120456,World Trade Center
2,11/1/2022 0:02,11/1/2022 0:20,1,3.79,1,N,140,7,1,15,0.5,0.5,4.7,0,0.3,23.5,2.5,0,-73.95456794,40.76550672,Manhattan,140,140,0.000114204,0.047584291,Lenox Hill East,-73.92148224,40.76109419,Queens,7,7,0.000389788,0.107417171,Astoria
1,11/1/2022 0:13,11/1/2022 0:39,1,9.2,1,N,230,169,1,28,3,0.5,5,0,0.3,36.8,2.5,0,-73.98417616,40.75984468,Manhattan,230,230,5.60914463266e-05,0.03102831,Times Sq/Theatre District,-73.90502187,40.84911469,Bronx,169,169,0.000146028,0.060104658,Mount Hope
2,11/1/2022 0:06,11/1/2022 0:29,2,5.57,1,N,249,262,1,19.5,0.5,0.5,4.66,0,0.3,27.96,2.5,0,-74.00249691,40.73461128,Manhattan,249,249,7.22155957729e-05,0.036384344,West Village,-73.94582992,40.77653654,Manhattan,262,262,0.00012233,0.049063623,Yorkville East
2,11/1/2022 0:04,11/1/2022 0:34,2,9.24,1,N,211,223,1,33,0.5,0.5,7.36,0,0.3,44.16,2.5,0,-74.00137442,40.72389935,Manhattan,211,211,3.97291966087e-05,0.025234508,SoHo,-73.90665664,40.77820529,Queens,223,223,0.000764361,0.166021925,Steinway
2,11/1/2022 0:25,11/1/2022 0:40,1,3.1,1,N,211,233,1,13,0.5,0.5,0,0,0.3,16.8,2.5,0,-74.00137442,40.72389935,Manhattan,211,211,3.97291966087e-05,0.025234508,SoHo,-73.97125455,40.74917369,Manhattan,233,233,0.000116188,0.048035918,UN/Turtle Bay South
2,11/1/2022 0:46,11/1/2022 0:54,1,2.75,1,N,141,74,2,9.5,0.5,0.5,0,0,0.3,13.3,2.5,0,-73.95971268,40.76683877,Manhattan,141,141,7.66545579019e-05,0.041514464,Lenox Hill West,-73.93831331,40.80556468,Manhattan,74,74,0.000295038,0.110290936,East Harlem North
2,11/1/2022 0:23,11/1/2022 0:35,1,3.15,1,N,249,143,1,12,0.5,0.5,3.16,0,0.3,18.96,2.5,0,-74.00249691,40.73461128,Manhattan,249,249,7.22155957729e-05,0.036384344,West Village,-73.98797218,40.77577115,Manhattan,143,143,0.000151094,0.054179854,Lincoln Square West
1,11/1/2022 0:03,11/1/2022 0:07,1,0.5,1,N,186,246,1,4.5,3,0.5,2.05,0,0.3,10.35,2.5,0,-73.99245533,40.7484763,Manhattan,186,186,3.70729416953e-05,0.02469639,Penn Station/Madison Sq West,-74.00451221,40.75243776,Manhattan,246,246,0.000281298,0.069467194,West Chelsea/Hudson Yards
1,11/1/2022 0:37,11/1/2022 0:54,1,6,1,N,186,33,1,20,3,0.5,4.75,0,0.3,28.55,2.5,0,-73.99245533,40.7484763,Manhattan,186,186,3.70729416953e-05,0.02469639,Penn Station/Madison Sq West,-73.99532888,40.69623868,Brooklyn,33,33,0.000147417,0.053270293,Brooklyn Heights
1,11/1/2022 0:02,11/1/2022 0:12,2,2.3,1,N,148,256,2,9.5,3,0.5,0,0,0.3,13.3,2.5,0,-73.99071887,40.71921043,Manhattan,148,148,6.97489921327e-05,0.039130502,Lower East Side,-73.95910849,40.71098028,Brooklyn,256,256,0.000168611,0.067914967,Williamsburg (South Side)
1,11/1/2022 0:13,11/1/2022 0:28,1,2.4,1,N,256,37,1,11.5,0.5,0.5,2.55,0,0.3,15.35,0,0,-73.95910849,40.71098028,Brooklyn,256,256,0.000168611,0.067914967,Williamsburg (South Side),-73.92594082,40.69626287,Brooklyn,37,37,0.000452063,0.14281004,Bushwick South
1,11/1/2022 0:41,11/1/2022 0:46,2,1,1,N,80,112,1,5.5,0.5,0.5,1.35,0,0.3,8.15,0,0,-73.94233581,40.71446207,Brooklyn,80,80,0.000407322,0.117212621,East Williamsburg,-73.94848138,40.72883018,Brooklyn,112,112,0.000462069,0.107267876,Greenpoint
1,11/1/2022 0:52,11/1/2022 1:03,1,4.1,1,N,232,140,1,14,3,0.5,3.55,0,0.3,21.35,2.5,0,-73.98230749,40.71538428,Manhattan,232,232,0.00021605,0.061470909,Two Bridges/Seward Park,-73.95456794,40.76550672,Manhattan,140,140,0.000114204,0.047584291,Lenox Hill East
2,11/1/2022 0:24,11/1/2022 0:34,1,1.74,1,N,24,75,2,9,0.5,0.5,0,0,0.3,10.3,0,0,-73.9655685,40.80203268,Manhattan,24,24,6.07235737749e-05,0.046999962,Bloomingdale,-73.94495667,40.79064981,Manhattan,75,75,0.000240564,0.0876639,East Harlem South
2,11/1/2022 0:45,11/1/2022 1:11,1,4.92,1,N,170,7,2,19.5,0.5,0.5,0,0,0.3,23.3,2.5,0,-73.97694274,40.74765443,Manhattan,170,170,7.43150675972e-05,0.045769009,Murray Hill,-73.92148224,40.76109419,Queens,7,7,0.000389788,0.107417171,Astoria
1,11/1/2022 0:20,11/1/2022 0:31,1,3,1,N,162,239,1,11.5,3,0.5,3.8,0,0.3,19.1,2.5,0,-73.97214548,40.75681613,Manhattan,162,162,4.78936962112e-05,0.035269815,Midtown East,-73.9782733,40.78410708,Manhattan,239,239,0.000204715,0.063626115,Upper West Side South
1,11/1/2022 0:35,11/1/2022 0:48,1,2.8,1,N,143,75,1,12.5,3,0.5,4.05,0,0.3,20.35,2.5,0,-73.98797218,40.77577115,Manhattan,143,143,0.000151094,0.054179854,Lincoln Square West,-73.94495667,40.79064981,Manhattan,75,75,0.000240564,0.0876639,East Harlem South
2,11/1/2022 0:26,11/1/2022 0:30,3,0.91,1,N,234,68,2,5,0.5,0.5,0,0,0.3,8.8,2.5,0,-73.99047762,40.74031339,Manhattan,234,234,7.31054382894e-05,0.036072199,Union Sq,-73.99994016,40.74839716,Manhattan,68,68,0.000111073,0.04933738,East Chelsea
2,11/1/2022 0:38,11/1/2022 0:51,1,3.45,1,N,230,79,1,12,0.5,0.5,1,0,0.3,16.8,2.5,0,-73.98417616,40.75984468,Manhattan,230,230,5.60914463266e-05,0.03102831,Times Sq/Theatre District,-73.98521394,40.72794396,Manhattan,79,79,0.000107893,0.042624911,East Village
2,11/1/2022 0:58,11/1/2022 1:08,2,2.42,1,N,229,186,1,9.5,0.5,0.5,2.66,0,0.3,15.96,2.5,0,-73.96517424,40.75658919,Manhattan,229,229,9.47058230931e-05,0.04252529,Sutton Place/Turtle Bay North,-73.99245533,40.7484763,Manhattan,186,186,3.70729416953e-05,0.02469639,Penn Station/Madison Sq West
2,11/1/2022 0:25,11/1/2022 0:25,1,0,5,N,50,50,1,47.2,0,0,10,6.55,0.3,66.55,2.5,0,-73.99389977,40.76669181,Manhattan,50,50,0.000173249,0.055747987,Clinton West,-73.99389977,40.76669181,Manhattan,50,50,0.000173249,0.055747987,Clinton West
2,11/1/2022 0:35,11/1/2022 0:41,1,1.24,1,N,48,246,1,6.5,0.5,0.5,2.06,0,0.3,12.36,2.5,0,-73.98985665,40.76223669,Manhattan,48,48,9.42538425377e-05,0.043746744,Clinton East,-74.00451221,40.75243776,Manhattan,246,246,0.000281298,0.069467194,West Chelsea/Hudson Yards
2,11/1/2022 0:47,11/1/2022 0:55,1,1.74,1,N,90,162,1,8,0.5,0.5,2.36,0,0.3,14.16,2.5,0,-73.99677701,40.74254679,Manhattan,90,90,5.53132476305e-05,0.030759162,Flatiron,-73.97214548,40.75681613,Manhattan,162,162,4.78936962112e-05,0.035269815,Midtown East
2,11/1/2022 0:20,11/1/2022 0:27,5,1.13,1,N,161,141,1,6,0.5,0.5,1.96,0,0.3,11.76,2.5,0,-73.97743184,40.7582264,Manhattan,161,161,7.19130682992e-05,0.03580391,Midtown Center,-73.95971268,40.76683877,Manhattan,141,141,7.66545579019e-05,0.041514464,Lenox Hill West
2,11/1/2022 0:35,11/1/2022 0:50,5,5.51,1,N,140,69,1,17.5,0.5,0.5,2.2,0,0.3,23.5,2.5,0,-73.95456794,40.76550672,Manhattan,140,140,0.000114204,0.047584291,Lenox Hill East,-73.9153683,40.83060445,Bronx,69,69,0.000199052,0.078989645,East Concourse/Concourse Village
2,11/1/2022 0:03,11/1/2022 0:34,1,8.56,1,N,249,42,1,29,0.5,0.5,6.56,0,0.3,39.36,2.5,0,-74.00249691,40.73461128,Manhattan,249,249,7.22155957729e-05,0.036384344,West Village,-73.93951934,40.82104325,Manhattan,42,42,0.000263897,0.092709227,Central Harlem North
2,11/1/2022 0:47,11/1/2022 0:58,1,2.06,1,N,140,163,1,9.5,0.5,0.5,2.66,0,0.3,15.96,2.5,0,-73.95456794,40.76550672,Manhattan,140,140,0.000114204,0.047584291,Lenox Hill East,-73.9783669,40.7644253,Manhattan,163,163,4.08567804196e-05,0.034176867,Midtown North
2,11/1/2022 0:05,11/1/2022 0:12,1,2.55,1,N,140,137,2,-9.5,-0.5,-0.5,0,0,-0.3,-13.3,-2.5,0,-73.95456794,40.76550672,Manhattan,140,140,0.000114204,0.047584291,Lenox Hill East,-73.97712049,40.74035752,Manhattan,137,137,0.000116455,0.046107624,Kips Bay
2,11/1/2022 0:05,11/1/2022 0:12,1,2.55,1,N,140,137,2,9.5,0.5,0.5,0,0,0.3,13.3,2.5,0,-73.95456794,40.76550672,Manhattan,140,140,0.000114204,0.047584291,Lenox Hill East,-73.97712049,40.74035752,Manhattan,137,137,0.000116455,0.046107624,Kips Bay
2,11/1/2022 0:30,11/1/2022 0:45,1,3.03,1,N,170,143,1,13,0.5,0.5,1,0,0.3,17.8,2.5,0,-73.97694274,40.74765443,Manhattan,170,170,7.43150675972e-05,0.045769009,Murray Hill,-73.98797218,40.77577115,Manhattan,143,143,0.000151094,0.054179854,Lincoln Square West
1,11/1/2022 0:11,11/1/2022 0:17,1,1.4,1,N,163,143,1,6.5,3,0.5,2.05,0,0.3,12.35,2.5,0,-73.9783669,40.7644253,Manhattan,163,163,4.08567804196e-05,0.034176867,Midtown North,-73.98797218,40.77577115,Manhattan,143,143,0.000151094,0.054179854,Lincoln Square West
1,11/1/2022 0:08,11/1/2022 0:24,1,4.2,1,N,48,74,1,14.5,3,0.5,3.65,0,0.3,21.95,2.5,0,-73.98985665,40.76223669,Manhattan,48,48,9.42538425377e-05,0.043746744,Clinton East,-73.93831331,40.80556468,Manhattan,74,74,0.000295038,0.110290936,East Harlem North
2,11/1/2022 0:08,11/1/2022 0:31,2,5.49,1,N,79,7,1,19.5,0.5,0.5,4.66,0,0.3,27.96,2.5,0,-73.98521394,40.72794396,Manhattan,79,79,0.000107893,0.042624911,East Village,-73.92148224,40.76109419,Queens,7,7,0.000389788,0.107417171,Astoria
2,11/1/2022 0:04,11/1/2022 0:08,1,0.81,1,N,249,114,1,5,0.5,0.5,2,0,0.3,10.8,2.5,0,-74.00249691,40.73461128,Manhattan,249,249,7.22155957729e-05,0.036384344,West Village,-73.99867809,40.72861251,Manhattan,114,114,4.70207704945e-05,0.031727035,Greenwich Village South
2,11/1/2022 0:12,11/1/2022 0:27,2,2.81,1,N,114,163,1,12,0.5,0.5,3.16,0,0.3,18.96,2.5,0,-73.99867809,40.72861251,Manhattan,114,114,4.70207704945e-05,0.031727035,Greenwich Village South,-73.9783669,40.7644253,Manhattan,163,163,4.08567804196e-05,0.034176867,Midtown North
2,11/1/2022 0:32,11/1/2022 0:38,2,1.07,1,N,230,164,1,6,0.5,0.5,1.96,0,0.3,11.76,2.5,0,-73.98417616,40.75984468,Manhattan,230,230,5.60914463266e-05,0.03102831,Times Sq/Theatre District,-73.98592911,40.74880822,Manhattan,164,164,5.56318237441e-05,0.035771612,Midtown South
2,11/1/2022 0:48,11/1/2022 0:58,1,2.13,1,N,249,48,1,9,0.5,0.5,1.2,0,0.3,14,2.5,0,-74.00249691,40.73461128,Manhattan,249,249,7.22155957729e-05,0.036384344,West Village,-73.98985665,40.76223669,Manhattan,48,48,9.42538425377e-05,0.043746744,Clinton East
2,11/1/2022 0:47,11/1/2022 1:04,5,2.87,1,N,230,79,1,13.5,0.5,0.5,3.46,0,0.3,20.76,2.5,0,-73.98417616,40.75984468,Manhattan,230,230,5.60914463266e-05,0.03102831,Times Sq/Theatre District,-73.98521394,40.72794396,Manhattan,79,79,0.000107893,0.042624911,East Village
2,11/1/2022 0:17,11/1/2022 0:26,1,2.43,1,N,144,33,1,10.5,0.5,0.5,3.58,0,0.3,17.88,2.5,0,-73.99740673,40.72058154,Manhattan,144,144,4.74789670369e-05,0.027620167,Little Italy/NoLiTa,-73.99532888,40.69623868,Brooklyn,33,33,0.000147417,0.053270293,Brooklyn Heights
1,11/1/2022 0:10,11/1/2022 0:15,4,1,1,N,249,211,1,5.5,3,0.5,3,0,0.3,12.3,2.5,0,-74.00249691,40.73461128,Manhattan,249,249,7.22155957729e-05,0.036384344,West Village,-74.00137442,40.72389935,Manhattan,211,211,3.97291966087e-05,0.025234508,SoHo
1,11/1/2022 0:28,11/1/2022 0:42,2,4.4,1,N,148,237,1,14.5,3,0.5,1.5,0,0.3,19.8,2.5,0,-73.99071887,40.71921043,Manhattan,148,148,6.97489921327e-05,0.039130502,Lower East Side,-73.96569149,40.76854181,Manhattan,237,237,9.59873206621e-05,0.0422126,Upper East Side South
2,11/1/2022 0:00,11/1/2022 0:12,1,1.56,1,N,48,234,2,8.5,0.5,0.5,0,0,0.3,12.3,2.5,0,-73.98985665,40.76223669,Manhattan,48,48,9.42538425377e-05,0.043746744,Clinton East,-73.99047762,40.74031339,Manhattan,234,234,7.31054382894e-05,0.036072199,Union Sq
2,11/1/2022 0:14,11/1/2022 0:23,1,1.23,1,N,234,158,1,7.5,0.5,0.5,2.26,0,0.3,13.56,2.5,0,-73.99047762,40.74031339,Manhattan,234,234,7.31054382894e-05,0.036072199,Union Sq,-74.00838576,40.73524802,Manhattan,158,158,0.000185568,0.054809991,Meatpacking/West Village West
2,11/1/2022 0:44,11/1/2022 1:01,1,3.81,1,N,249,80,1,15,0.5,0.5,3.76,0,0.3,22.56,2.5,0,-74.00249691,40.73461128,Manhattan,249,249,7.22155957729e-05,0.036384344,West Village,-73.94233581,40.71446207,Brooklyn,80,80,0.000407322,0.117212621,East Williamsburg
1,11/1/2022 0:27,11/1/2022 0:35,4,2.1,1,N,264,264,2,8.5,0.5,0.5,0,0,0.3,9.8,0,0,,,,,,,,,,,,,,,,
1,11/1/2022 0:36,11/1/2022 0:58,4,7,1,N,264,264,1,22.5,0.5,0.5,5.25,2.45,0.3,31.5,0,0,,,,,,,,,,,,,,,,
1,11/1/2022 0:16,11/1/2022 0:27,1,2.3,1,N,239,246,1,9,3,0.5,2.55,0,0.3,15.35,2.5,0,-73.9782733,40.78410708,Manhattan,239,239,0.000204715,0.063626115,Upper West Side South,-74.00451221,40.75243776,Manhattan,246,246,0.000281298,0.069467194,West Chelsea/Hudson Yards
2,11/1/2022 0:12,11/1/2022 0:24,1,2.13,1,N,137,249,2,10.5,0.5,0.5,0,0,0.3,14.3,2.5,0,-73.97712049,40.74035752,Manhattan,137,137,0.000116455,0.046107624,Kips Bay,-74.00249691,40.73461128,Manhattan,249,249,7.22155957729e-05,0.036384344,West Village
2,11/1/2022 0:49,11/1/2022 0:58,3,1.92,1,N,164,229,1,8.5,0.5,0.5,2.46,0,0.3,14.76,2.5,0,-73.98592911,40.74880822,Manhattan,164,164,5.56318237441e-05,0.035771612,Midtown South,-73.96517424,40.75658919,Manhattan,229,229,9.47058230931e-05,0.04252529,Sutton Place/Turtle Bay North
2,11/1/2022 0:07,11/1/2022 0:15,1,1.25,1,N,48,233,1,7,0.5,0.5,2.16,0,0.3,12.96,2.5,0,-73.98985665,40.76223669,Manhattan,48,48,9.42538425377e-05,0.043746744,Clinton East,-73.97125455,40.74917369,Manhattan,233,233,0.000116188,0.048035918,UN/Turtle Bay South
2,11/1/2022 0:26,11/1/2022 0:38,1,3.36,1,N,162,239,2,11.5,0.5,0.5,0,0,0.3,15.3,2.5,0,-73.97214548,40.75681613,Manhattan,162,162,4.78936962112e-05,0.035269815,Midtown East,-73.9782733,40.78410708,Manhattan,239,239,0.000204715,0.063626115,Upper West Side South
2,11/1/2022 0:10,11/1/2022 0:24,5,2.98,1,N,107,48,1,12,0.5,0.5,3.95,0,0.3,19.75,2.5,0,-73.98331041,40.7373483,Manhattan,107,107,7.46112192675e-05,0.038041365,Gramercy,-73.98985665,40.76223669,Manhattan,48,48,9.42538425377e-05,0.043746744,Clinton East
2,11/1/2022 0:32,11/1/2022 0:47,5,4.32,1,N,100,41,2,14.5,0.5,0.5,0,0,0.3,18.3,2.5,0,-73.9887859,40.75351403,Manhattan,100,100,3.74700210291e-05,0.024813109,Garment District,-73.95206437,40.80420432,Manhattan,41,41,0.000143093,0.052793109,Central Harlem
2,11/1/2022 0:01,11/1/2022 0:30,2,17.34,2,N,132,164,1,52,0,0.5,12.37,6.55,0.3,75.47,2.5,1.25,-73.77834068,40.64268311,Queens,132,132,0.002038301,0.245478517,JFK Airport,-73.98592911,40.74880822,Manhattan,164,164,5.56318237441e-05,0.035771612,Midtown South
