pickup_date,PULocationID,DOLocationID,amount,PULocationZone,DOLocationZone
2022-11-09,161,237,475,Midtown Center,Upper East Side South
2022-11-09,264,264,474,NV,NV
2022-11-09,161,236,450,Midtown Center,Upper East Side North
2022-11-09,236,161,389,Upper East Side North,Midtown Center
2022-11-09,141,236,361,Lenox Hill West,Upper East Side North
2022-11-09,237,162,343,Upper East Side South,Midtown East
2022-11-09,186,161,331,Penn Station/Madison Sq West,Midtown Center
2022-11-09,142,239,330,Lincoln Square East,Upper West Side South
2022-11-09,162,237,329,Midtown East,Upper East Side South
2022-11-09,142,238,326,Lincoln Square East,Upper West Side North
2022-11-09,132,132,312,JFK Airport,JFK Airport
2022-11-09,142,236,304,Lincoln Square East,Upper East Side North
2022-11-09,186,230,298,Penn Station/Madison Sq West,Times Sq/Theatre District
2022-11-09,132,230,294,JFK Airport,Times Sq/Theatre District
2022-11-09,236,141,292,Upper East Side North,Lenox Hill West
2022-11-09,236,162,288,Upper East Side North,Midtown East
2022-11-09,236,239,287,Upper East Side North,Upper West Side South
2022-11-09,239,142,286,Upper West Side South,Lincoln Square East
2022-11-09,161,234,285,Midtown Center,Union Sq
2022-11-09,161,161,281,Midtown Center,Midtown Center
2022-11-09,237,142,281,Upper East Side South,Lincoln Square East
2022-11-09,239,238,281,Upper West Side South,Upper West Side North
2022-11-09,140,236,275,Lenox Hill East,Upper East Side North
2022-11-09,162,236,274,Midtown East,Upper East Side North
2022-11-09,142,237,271,Lincoln Square East,Upper East Side South
2022-11-09,163,237,265,Midtown North,Upper East Side South
2022-11-09,236,238,263,Upper East Side North,Upper West Side North
2022-11-09,237,141,263,Upper East Side South,Lenox Hill West
2022-11-09,138,230,260,LaGuardia Airport,Times Sq/Theatre District
2022-11-09,238,239,255,Upper West Side North,Upper West Side South
2022-11-09,239,236,249,Upper West Side South,Upper East Side North
2022-11-09,236,142,247,Upper East Side North,Lincoln Square East
2022-11-09,141,237,246,Lenox Hill West,Upper East Side South
2022-11-09,107,170,245,Gramercy,Murray Hill
2022-11-09,237,263,243,Upper East Side South,Yorkville West
2022-11-09,234,170,242,Union Sq,Murray Hill
2022-11-09,236,140,242,Upper East Side North,Lenox Hill East
2022-11-09,163,161,238,Midtown North,Midtown Center
2022-11-09,263,236,236,Yorkville West,Upper East Side North
2022-11-09,236,262,234,Upper East Side North,Yorkville East
2022-11-09,237,140,233,Upper East Side South,Lenox Hill East
2022-11-09,163,236,232,Midtown North,Upper East Side North
2022-11-09,142,161,228,Lincoln Square East,Midtown Center
2022-11-09,237,229,228,Upper East Side South,Sutton Place/Turtle Bay North
2022-11-09,238,142,225,Upper West Side North,Lincoln Square East
2022-11-09,161,141,221,Midtown Center,Lenox Hill West
2022-11-09,48,68,219,Clinton East,East Chelsea
2022-11-09,162,141,218,Midtown East,Lenox Hill West
2022-11-09,162,170,217,Midtown East,Murray Hill
2022-11-09,161,164,216,Midtown Center,Midtown South
2022-11-09,230,186,216,Times Sq/Theatre District,Penn Station/Madison Sq West
2022-11-09,140,237,214,Lenox Hill East,Upper East Side South
2022-11-09,164,161,214,Midtown South,Midtown Center
2022-11-09,237,239,214,Upper East Side South,Upper West Side South
2022-11-09,239,143,214,Upper West Side South,Lincoln Square West
2022-11-10,237,236,1133,Upper East Side South,Upper East Side North
2022-11-10,236,237,948,Upper East Side North,Upper East Side South
2022-11-10,237,237,725,Upper East Side South,Upper East Side South
2022-11-10,236,236,610,Upper East Side North,Upper East Side North
2022-11-10,264,264,522,NV,NV
2022-11-10,237,161,510,Upper East Side South,Midtown Center
2022-11-10,161,237,442,Midtown Center,Upper East Side South
2022-11-10,237,162,412,Upper East Side South,Midtown East
2022-11-10,236,161,409,Upper East Side North,Midtown Center
2022-11-10,161,236,364,Midtown Center,Upper East Side North
2022-11-10,132,132,360,JFK Airport,JFK Airport
2022-11-10,142,239,352,Lincoln Square East,Upper West Side South
2022-11-10,186,161,339,Penn Station/Madison Sq West,Midtown Center
2022-11-10,132,230,333,JFK Airport,Times Sq/Theatre District
2022-11-10,141,236,326,Lenox Hill West,Upper East Side North
2022-11-10,142,238,305,Lincoln Square East,Upper West Side North
2022-11-10,239,142,299,Upper West Side South,Lincoln Square East
2022-11-10,162,236,291,Midtown East,Upper East Side North
2022-11-10,236,238,291,Upper East Side North,Upper West Side North
2022-11-10,162,237,288,Midtown East,Upper East Side South
2022-11-10,237,263,288,Upper East Side South,Yorkville West
2022-11-10,239,238,286,Upper West Side South,Upper West Side North
2022-11-10,236,239,281,Upper East Side North,Upper West Side South
2022-11-10,142,236,280,Lincoln Square East,Upper East Side North
2022-11-10,142,237,276,Lincoln Square East,Upper East Side South
2022-11-10,236,162,275,Upper East Side North,Midtown East
2022-11-10,237,141,275,Upper East Side South,Lenox Hill West
2022-11-10,138,230,270,LaGuardia Airport,Times Sq/Theatre District
2022-11-10,236,141,270,Upper East Side North,Lenox Hill West
2022-11-10,237,142,269,Upper East Side South,Lincoln Square East
2022-11-10,140,236,263,Lenox Hill East,Upper East Side North
2022-11-10,163,236,263,Midtown North,Upper East Side North
2022-11-10,237,140,261,Upper East Side South,Lenox Hill East
2022-11-10,141,237,254,Lenox Hill West,Upper East Side South
2022-11-10,239,236,254,Upper West Side South,Upper East Side North
2022-11-10,186,230,248,Penn Station/Madison Sq West,Times Sq/Theatre District
2022-11-10,237,239,248,Upper East Side South,Upper West Side South
2022-11-10,107,170,243,Gramercy,Murray Hill
2022-11-10,161,234,242,Midtown Center,Union Sq
2022-11-10,263,236,242,Yorkville West,Upper East Side North
2022-11-10,236,142,239,Upper East Side North,Lincoln Square East
2022-11-10,236,75,234,Upper East Side North,East Harlem South
2022-11-10,161,164,233,Midtown Center,Midtown South
2022-11-10,238,236,233,Upper West Side North,Upper East Side North
2022-11-10,263,141,232,Yorkville West,Lenox Hill West
2022-11-10,142,161,231,Lincoln Square East,Midtown Center
2022-11-10,238,239,229,Upper West Side North,Upper West Side South
2022-11-10,48,68,228,Clinton East,East Chelsea
2022-11-10,234,170,225,Union Sq,Murray Hill
2022-11-10,237,262,222,Upper East Side South,Yorkville East
2022-11-10,236,140,221,Upper East Side North,Lenox Hill East
2022-11-10,237,229,218,Upper East Side South,Sutton Place/Turtle Bay North
2022-11-10,262,236,218,Yorkville East,Upper East Side North
2022-11-10,236,262,217,Upper East Side North,Yorkville East
2022-11-10,161,161,216,Midtown Center,Midtown Center
2022-11-10,236,263,216,Upper East Side North,Yorkville West
2022-11-10,161,186,214,Midtown Center,Penn Station/Madison Sq West
2022-11-10,164,161,214,Midtown South,Midtown Center
2022-11-10,140,237,212,Lenox Hill East,Upper East Side South
2022-11-10,170,161,212,Murray Hill,Midtown Center
2022-11-11,237,236,876,Upper East Side South,Upper East Side North
2022-11-11,236,237,737,Upper East Side North,Upper East Side South
2022-11-11,237,237,585,Upper East Side South,Upper East Side South
2022-11-11,236,236,554,Upper East Side North,Upper East Side North
2022-11-11,264,264,443,NV,NV
2022-11-11,239,238,343,Upper West Side South,Upper West Side North
2022-11-11,132,132,328,JFK Airport,JFK Airport
2022-11-11,142,239,326,Lincoln Square East,Upper West Side South
2022-11-11,239,142,322,Upper West Side South,Lincoln Square East
2022-11-11,141,236,297,Lenox Hill West,Upper East Side North
2022-11-11,236,141,289,Upper East Side North,Lenox Hill West
2022-11-11,237,161,287,Upper East Side South,Midtown Center
2022-11-11,236,239,280,Upper East Side North,Upper West Side South
2022-11-11,238,239,276,Upper West Side North,Upper West Side South
2022-11-11,132,230,275,JFK Airport,Times Sq/Theatre District
2022-11-11,138,230,268,LaGuardia Airport,Times Sq/Theatre District
2022-11-11,142,237,267,Lincoln Square East,Upper East Side South
2022-11-11,236,238,266,Upper East Side North,Upper West Side North
2022-11-11,237,141,263,Upper East Side South,Lenox Hill West
2022-11-11,263,141,261,Yorkville West,Lenox Hill West
2022-11-11,239,236,258,Upper West Side South,Upper East Side North
2022-11-11,237,142,251,Upper East Side South,Lincoln Square East
2022-11-11,263,236,251,Yorkville West,Upper East Side North
2022-11-11,237,162,249,Upper East Side South,Midtown East
2022-11-11,161,237,244,Midtown Center,Upper East Side South
2022-11-11,237,263,244,Upper East Side South,Yorkville West
2022-11-11,142,238,242,Lincoln Square East,Upper West Side North
2022-11-11,141,237,236,Lenox Hill West,Upper East Side South
2022-11-11,239,239,233,Upper West Side South,Upper West Side South
2022-11-11,238,142,231,Upper West Side North,Lincoln Square East
2022-11-11,140,236,229,Lenox Hill East,Upper East Side North
2022-11-11,142,236,227,Lincoln Square East,Upper East Side North
2022-11-11,236,263,224,Upper East Side North,Yorkville West
2022-11-11,236,162,223,Upper East Side North,Midtown East
2022-11-11,262,236,218,Yorkville East,Upper East Side North
2022-11-11,162,237,217,Midtown East,Upper East Side South
2022-11-11,238,236,216,Upper West Side North,Upper East Side North
2022-11-11,48,68,212,Clinton East,East Chelsea
2022-11-11,236,161,211,Upper East Side North,Midtown Center
2022-11-11,236,262,209,Upper East Side North,Yorkville East
2022-11-11,141,141,208,Lenox Hill West,Lenox Hill West
2022-11-11,237,140,204,Upper East Side South,Lenox Hill East
2022-11-11,237,262,203,Upper East Side South,Yorkville East
2022-11-11,161,236,201,Midtown Center,Upper East Side North
2022-11-11,107,170,200,Gramercy,Murray Hill
2022-11-11,163,236,200,Midtown North,Upper East Side North
2022-11-11,239,143,200,Upper West Side South,Lincoln Square West
2022-11-11,236,140,199,Upper East Side North,Lenox Hill East
2022-11-11,142,48,196,Lincoln Square East,Clinton East
2022-11-11,236,142,196,Upper East Side North,Lincoln Square East
2022-11-11,141,263,195,Lenox Hill West,Yorkville West
2022-11-11,162,236,193,Midtown East,Upper East Side North
2022-11-11,142,163,189,Lincoln Square East,Midtown North
2022-11-11,140,263,188,Lenox Hill East,Yorkville West
2022-11-11,236,163,185,Upper East Side North,Midtown North
2022-11-11,79,79,184,East Village,East Village
2022-11-11,142,142,183,Lincoln Square East,Lincoln Square East
2022-11-11,186,230,182,Penn Station/Madison Sq West,Times Sq/Theatre District
2022-11-11,79,170,180,East Village,Murray Hill
2022-11-11,237,163,180,Upper East Side South,Midtown North
2022-11-12,237,236,675,Upper East Side South,Upper East Side North
2022-11-12,236,237,594,Upper East Side North,Upper East Side South
2022-11-12,264,264,560,NV,NV
2022-11-12,237,237,471,Upper East Side South,Upper East Side South
2022-11-12,236,236,375,Upper East Side North,Upper East Side North
2022-11-12,239,142,357,Upper West Side South,Lincoln Square East
2022-11-12,132,132,353,JFK Airport,JFK Airport
2022-11-12,237,161,342,Upper East Side South,Midtown Center
2022-11-12,237,263,326,Upper East Side South,Yorkville West
2022-11-12,161,237,324,Midtown Center,Upper East Side South
2022-11-12,142,239,318,Lincoln Square East,Upper West Side South
2022-11-12,48,68,308,Clinton East,East Chelsea
2022-11-12,263,141,308,Yorkville West,Lenox Hill West
2022-11-12,237,142,283,Upper East Side South,Lincoln Square East
2022-11-12,132,230,278,JFK Airport,Times Sq/Theatre District
2022-11-12,142,237,268,Lincoln Square East,Upper East Side South
2022-11-12,161,236,268,Midtown Center,Upper East Side North
2022-11-12,239,238,267,Upper West Side South,Upper West Side North
2022-11-12,142,238,264,Lincoln Square East,Upper West Side North
2022-11-12,141,263,263,Lenox Hill West,Yorkville West
2022-11-12,238,142,252,Upper West Side North,Lincoln Square East
2022-11-12,79,107,249,East Village,Gramercy
2022-11-12,79,170,249,East Village,Murray Hill
2022-11-12,249,79,245,West Village,East Village
2022-11-12,142,48,239,Lincoln Square East,Clinton East
2022-11-12,68,48,235,East Chelsea,Clinton East
2022-11-12,236,142,235,Upper East Side North,Lincoln Square East
2022-11-12,237,141,234,Upper East Side South,Lenox Hill West
2022-11-12,238,239,234,Upper West Side North,Upper West Side South
2022-11-12,141,141,233,Lenox Hill West,Lenox Hill West
2022-11-12,141,236,231,Lenox Hill West,Upper East Side North
2022-11-12,239,236,231,Upper West Side South,Upper East Side North
2022-11-12,236,239,230,Upper East Side North,Upper West Side South
2022-11-12,79,137,226,East Village,Kips Bay
2022-11-12,239,239,226,Upper West Side South,Upper West Side South
2022-11-12,79,79,218,East Village,East Village
2022-11-12,142,236,217,Lincoln Square East,Upper East Side North
2022-11-12,43,161,215,Central Park,Midtown Center
2022-11-12,48,48,215,Clinton East,Clinton East
2022-11-12,48,246,212,Clinton East,West Chelsea/Hudson Yards
2022-11-12,246,48,211,West Chelsea/Hudson Yards,Clinton East
2022-11-12,79,249,209,East Village,West Village
2022-11-12,161,234,204,Midtown Center,Union Sq
2022-11-12,107,79,203,Gramercy,East Village
2022-11-12,236,238,203,Upper East Side North,Upper West Side North
2022-11-12,237,239,202,Upper East Side South,Upper West Side South
2022-11-12,141,237,201,Lenox Hill West,Upper East Side South
2022-11-12,236,141,201,Upper East Side North,Lenox Hill West
2022-11-12,263,236,200,Yorkville West,Upper East Side North
2022-11-12,68,68,199,East Chelsea,East Chelsea
2022-11-12,163,236,195,Midtown North,Upper East Side North
2022-11-12,236,161,195,Upper East Side North,Midtown Center
2022-11-12,48,142,192,Clinton East,Lincoln Square East
2022-11-12,237,162,192,Upper East Side South,Midtown East
2022-11-12,239,151,190,Upper West Side South,Manhattan Valley
2022-11-12,186,230,189,Penn Station/Madison Sq West,Times Sq/Theatre District
2022-11-12,141,229,187,Lenox Hill West,Sutton Place/Turtle Bay North
2022-11-12,107,170,186,Gramercy,Murray Hill
2022-11-12,237,163,186,Upper East Side South,Midtown North
2022-11-12,263,237,186,Yorkville West,Upper East Side South
2022-11-13,264,264,744,NV,NV
2022-11-13,237,236,532,Upper East Side South,Upper East Side North
2022-11-13,132,132,456,JFK Airport,JFK Airport
2022-11-13,236,237,446,Upper East Side North,Upper East Side South
2022-11-13,237,237,396,Upper East Side South,Upper East Side South
2022-11-13,132,230,322,JFK Airport,Times Sq/Theatre District
2022-11-13,230,138,320,Times Sq/Theatre District,LaGuardia Airport
2022-11-13,236,236,306,Upper East Side North,Upper East Side North
2022-11-13,142,239,281,Lincoln Square East,Upper West Side South
2022-11-13,239,142,275,Upper West Side South,Lincoln Square East
2022-11-13,263,141,275,Yorkville West,Lenox Hill West
2022-11-13,239,238,274,Upper West Side South,Upper West Side North
2022-11-13,230,186,254,Times Sq/Theatre District,Penn Station/Madison Sq West
2022-11-13,142,238,251,Lincoln Square East,Upper West Side North
2022-11-13,48,68,246,Clinton East,East Chelsea
2022-11-13,48,246,242,Clinton East,West Chelsea/Hudson Yards
2022-11-13,237,263,239,Upper East Side South,Yorkville West
2022-11-13,238,239,239,Upper West Side North,Upper West Side South
2022-11-13,239,236,232,Upper West Side South,Upper East Side North
2022-11-13,141,236,231,Lenox Hill West,Upper East Side North
2022-11-13,237,161,224,Upper East Side South,Midtown Center
2022-11-13,236,239,215,Upper East Side North,Upper West Side South
2022-11-13,237,141,207,Upper East Side South,Lenox Hill West
2022-11-13,141,263,204,Lenox Hill West,Yorkville West
2022-11-13,132,265,203,JFK Airport,
2022-11-13,142,237,202,Lincoln Square East,Upper East Side South
2022-11-13,161,138,200,Midtown Center,LaGuardia Airport
2022-11-13,132,164,196,JFK Airport,Midtown South
2022-11-13,161,237,195,Midtown Center,Upper East Side South
2022-11-13,142,236,194,Lincoln Square East,Upper East Side North
2022-11-13,48,48,189,Clinton East,Clinton East
2022-11-13,237,142,186,Upper East Side South,Lincoln Square East
2022-11-13,68,246,184,East Chelsea,West Chelsea/Hudson Yards
2022-11-13,161,236,184,Midtown Center,Upper East Side North
2022-11-13,239,239,184,Upper West Side South,Upper West Side South
2022-11-13,68,48,183,East Chelsea,Clinton East
2022-11-13,230,132,182,Times Sq/Theatre District,JFK Airport
2022-11-13,79,79,179,East Village,East Village
2022-11-13,79,170,179,East Village,Murray Hill
2022-11-13,246,48,178,West Chelsea/Hudson Yards,Clinton East
2022-11-13,236,142,177,Upper East Side North,Lincoln Square East
2022-11-13,132,48,175,JFK Airport,Clinton East
2022-11-13,236,238,174,Upper East Side North,Upper West Side North
2022-11-13,79,137,173,East Village,Kips Bay
2022-11-13,79,107,172,East Village,Gramercy
2022-11-13,236,141,172,Upper East Side North,Lenox Hill West
2022-11-13,238,142,170,Upper West Side North,Lincoln Square East
2022-11-13,263,236,170,Yorkville West,Upper East Side North
2022-11-13,141,237,168,Lenox Hill West,Upper East Side South
2022-11-13,68,68,163,East Chelsea,East Chelsea
2022-11-13,138,230,163,LaGuardia Airport,Times Sq/Theatre District
2022-11-13,141,141,163,Lenox Hill West,Lenox Hill West
2022-11-13,142,48,162,Lincoln Square East,Clinton East
2022-11-13,132,170,160,JFK Airport,Murray Hill
2022-11-13,186,246,154,Penn Station/Madison Sq West,West Chelsea/Hudson Yards
2022-11-13,263,237,154,Yorkville West,Upper East Side South
2022-11-13,79,249,153,East Village,West Village
2022-11-13,230,230,153,Times Sq/Theatre District,Times Sq/Theatre District
2022-11-13,161,186,152,Midtown Center,Penn Station/Madison Sq West
2022-11-13,163,236,152,Midtown North,Upper East Side North
2022-11-14,237,236,674,Upper East Side South,Upper East Side North
2022-11-14,264,264,599,NV,NV
2022-11-14,236,237,590,Upper East Side North,Upper East Side South
2022-11-14,237,237,474,Upper East Side South,Upper East Side South
2022-11-14,236,236,418,Upper East Side North,Upper East Side North
2022-11-14,132,132,326,JFK Airport,JFK Airport
2022-11-14,161,237,297,Midtown Center,Upper East Side South
2022-11-14,132,230,292,JFK Airport,Times Sq/Theatre District
2022-11-14,237,161,292,Upper East Side South,Midtown Center
2022-11-14,161,236,239,Midtown Center,Upper East Side North
2022-11-14,141,236,227,Lenox Hill West,Upper East Side North
2022-11-14,236,161,213,Upper East Side North,Midtown Center
2022-11-14,142,239,212,Lincoln Square East,Upper West Side South
2022-11-14,186,161,202,Penn Station/Madison Sq West,Midtown Center
2022-11-14,162,237,198,Midtown East,Upper East Side South
2022-11-14,163,236,197,Midtown North,Upper East Side North
2022-11-14,237,162,193,Upper East Side South,Midtown East
2022-11-14,142,237,191,Lincoln Square East,Upper East Side South
2022-11-14,140,236,190,Lenox Hill East,Upper East Side North
2022-11-14,161,161,186,Midtown Center,Midtown Center
2022-11-14,236,141,186,Upper East Side North,Lenox Hill West
2022-11-14,239,142,186,Upper West Side South,Lincoln Square East
2022-11-14,138,230,184,LaGuardia Airport,Times Sq/Theatre District
2022-11-14,237,141,184,Upper East Side South,Lenox Hill West
2022-11-14,239,238,182,Upper West Side South,Upper West Side North
2022-11-14,237,140,181,Upper East Side South,Lenox Hill East
2022-11-14,236,238,179,Upper East Side North,Upper West Side North
2022-11-14,193,193,178,Queensbridge/Ravenswood,Queensbridge/Ravenswood
2022-11-14,236,239,177,Upper East Side North,Upper West Side South
2022-11-14,186,230,173,Penn Station/Madison Sq West,Times Sq/Theatre District
2022-11-14,142,238,172,Lincoln Square East,Upper West Side North
2022-11-14,163,161,172,Midtown North,Midtown Center
2022-11-14,142,236,167,Lincoln Square East,Upper East Side North
2022-11-14,237,142,167,Upper East Side South,Lincoln Square East
2022-11-14,236,140,166,Upper East Side North,Lenox Hill East
2022-11-14,162,236,165,Midtown East,Upper East Side North
2022-11-14,161,234,164,Midtown Center,Union Sq
2022-11-14,140,237,162,Lenox Hill East,Upper East Side South
2022-11-14,141,237,161,Lenox Hill West,Upper East Side South
2022-11-14,163,237,160,Midtown North,Upper East Side South
2022-11-14,237,239,158,Upper East Side South,Upper West Side South
2022-11-14,238,239,158,Upper West Side North,Upper West Side South
2022-11-14,237,263,155,Upper East Side South,Yorkville West
2022-11-14,262,236,154,Yorkville East,Upper East Side North
2022-11-14,236,162,151,Upper East Side North,Midtown East
2022-11-14,236,262,150,Upper East Side North,Yorkville East
2022-11-14,239,236,148,Upper West Side South,Upper East Side North
2022-11-14,161,163,147,Midtown Center,Midtown North
2022-11-14,132,48,144,JFK Airport,Clinton East
2022-11-14,236,75,144,Upper East Side North,East Harlem South
2022-11-14,142,163,143,Lincoln Square East,Midtown North
2022-11-14,263,236,143,Yorkville West,Upper East Side North
2022-11-14,234,170,141,Union Sq,Murray Hill
2022-11-14,132,164,140,JFK Airport,Midtown South
2022-11-14,161,142,140,Midtown Center,Lincoln Square East
2022-11-14,238,142,139,Upper West Side North,Lincoln Square East
2022-11-14,142,161,138,Lincoln Square East,Midtown Center
2022-11-14,236,142,138,Upper East Side North,Lincoln Square East
2022-11-14,236,263,138,Upper East Side North,Yorkville West
2022-11-14,239,239,138,Upper West Side South,Upper West Side South
2022-11-15,237,236,698,Upper East Side South,Upper East Side North
2022-11-15,236,237,617,Upper East Side North,Upper East Side South
2022-11-15,264,264,536,NV,NV
2022-11-15,236,236,499,Upper East Side North,Upper East Side North
2022-11-15,237,237,478,Upper East Side South,Upper East Side South
2022-11-15,237,161,357,Upper East Side South,Midtown Center
2022-11-15,161,237,291,Midtown Center,Upper East Side South
2022-11-15,142,239,277,Lincoln Square East,Upper West Side South
2022-11-15,237,162,271,Upper East Side South,Midtown East
2022-11-15,236,161,265,Upper East Side North,Midtown Center
2022-11-15,132,132,264,JFK Airport,JFK Airport
2022-11-15,239,238,241,Upper West Side South,Upper West Side North
2022-11-15,236,141,233,Upper East Side North,Lenox Hill West
2022-11-15,141,236,229,Lenox Hill West,Upper East Side North
2022-11-15,161,236,229,Midtown Center,Upper East Side North
2022-11-15,132,230,225,JFK Airport,Times Sq/Theatre District
2022-11-15,239,142,223,Upper West Side South,Lincoln Square East
2022-11-15,162,237,218,Midtown East,Upper East Side South
2022-11-15,236,239,215,Upper East Side North,Upper West Side South
2022-11-15,142,238,214,Lincoln Square East,Upper West Side North
2022-11-15,140,236,212,Lenox Hill East,Upper East Side North
2022-11-15,186,161,210,Penn Station/Madison Sq West,Midtown Center
2022-11-15,238,239,202,Upper West Side North,Upper West Side South
2022-11-15,142,236,197,Lincoln Square East,Upper East Side North
2022-11-15,263,236,197,Yorkville West,Upper East Side North
2022-11-15,186,230,192,Penn Station/Madison Sq West,Times Sq/Theatre District
2022-11-15,236,140,192,Upper East Side North,Lenox Hill East
2022-11-15,236,238,192,Upper East Side North,Upper West Side North
2022-11-15,237,141,188,Upper East Side South,Lenox Hill West
2022-11-15,142,237,187,Lincoln Square East,Upper East Side South
2022-11-15,237,140,183,Upper East Side South,Lenox Hill East
2022-11-15,138,230,182,LaGuardia Airport,Times Sq/Theatre District
2022-11-15,161,161,182,Midtown Center,Midtown Center
2022-11-15,236,262,180,Upper East Side North,Yorkville East
2022-11-15,237,142,179,Upper East Side South,Lincoln Square East
2022-11-15,238,236,177,Upper West Side North,Upper East Side North
2022-11-15,239,236,176,Upper West Side South,Upper East Side North
2022-11-15,236,263,175,Upper East Side North,Yorkville West
2022-11-15,141,237,174,Lenox Hill West,Upper East Side South
2022-11-15,239,239,174,Upper West Side South,Upper West Side South
2022-11-15,161,234,172,Midtown Center,Union Sq
2022-11-15,142,163,169,Lincoln Square East,Midtown North
2022-11-15,237,263,167,Upper East Side South,Yorkville West
2022-11-15,163,161,165,Midtown North,Midtown Center
2022-11-15,163,237,165,Midtown North,Upper East Side South
2022-11-15,107,170,164,Gramercy,Murray Hill
2022-11-15,141,141,164,Lenox Hill West,Lenox Hill West
2022-11-15,142,161,164,Lincoln Square East,Midtown Center
2022-11-15,162,141,163,Midtown East,Lenox Hill West
2022-11-15,236,142,162,Upper East Side North,Lincoln Square East
2022-11-15,229,237,161,Sutton Place/Turtle Bay North,Upper East Side South
2022-11-15,236,162,161,Upper East Side North,Midtown East
2022-11-15,263,141,161,Yorkville West,Lenox Hill West
2022-11-15,163,236,158,Midtown North,Upper East Side North
2022-11-15,162,236,156,Midtown East,Upper East Side North
2022-11-15,237,229,156,Upper East Side South,Sutton Place/Turtle Bay North
2022-11-15,234,170,155,Union Sq,Murray Hill
2022-11-15,141,263,153,Lenox Hill West,Yorkville West
2022-11-15,164,161,153,Midtown South,Midtown Center
2022-11-15,237,238,153,Upper East Side South,Upper West Side North
2022-11-16,237,236,771,Upper East Side South,Upper East Side North
2022-11-16,236,237,692,Upper East Side North,Upper East Side South
2022-11-16,264,264,615,NV,NV
2022-11-16,237,237,547,Upper East Side South,Upper East Side South
2022-11-16,236,236,451,Upper East Side North,Upper East Side North
2022-11-16,237,161,370,Upper East Side South,Midtown Center
2022-11-16,161,237,306,Midtown Center,Upper East Side South
2022-11-16,237,162,287,Upper East Side South,Midtown East
2022-11-16,236,161,284,Upper East Side North,Midtown Center
2022-11-16,161,236,270,Midtown Center,Upper East Side North
2022-11-16,132,132,256,JFK Airport,JFK Airport
2022-11-16,141,236,239,Lenox Hill West,Upper East Side North
2022-11-16,142,237,233,Lincoln Square East,Upper East Side South
2022-11-16,162,236,223,Midtown East,Upper East Side North
2022-11-16,236,141,216,Upper East Side North,Lenox Hill West
2022-11-16,236,239,215,Upper East Side North,Upper West Side South
2022-11-16,239,142,215,Upper West Side South,Lincoln Square East
2022-11-16,239,238,215,Upper West Side South,Upper West Side North
2022-11-16,142,236,213,Lincoln Square East,Upper East Side North
2022-11-16,237,142,213,Upper East Side South,Lincoln Square East
2022-11-16,142,239,212,Lincoln Square East,Upper West Side South
2022-11-16,162,237,211,Midtown East,Upper East Side South
2022-11-16,186,161,210,Penn Station/Madison Sq West,Midtown Center
2022-11-16,161,161,207,Midtown Center,Midtown Center
2022-11-16,132,230,204,JFK Airport,Times Sq/Theatre District
2022-11-16,236,238,203,Upper East Side North,Upper West Side North
2022-11-16,140,236,202,Lenox Hill East,Upper East Side North
2022-11-16,237,263,200,Upper East Side South,Yorkville West
2022-11-16,142,238,197,Lincoln Square East,Upper West Side North
2022-11-16,138,230,195,LaGuardia Airport,Times Sq/Theatre District
2022-11-16,236,162,194,Upper East Side North,Midtown East
2022-11-16,237,140,194,Upper East Side South,Lenox Hill East
2022-11-16,239,236,191,Upper West Side South,Upper East Side North
2022-11-16,163,237,185,Midtown North,Upper East Side South
2022-11-16,236,142,182,Upper East Side North,Lincoln Square East
2022-11-16,263,236,181,Yorkville West,Upper East Side North
2022-11-16,237,141,180,Upper East Side South,Lenox Hill West
2022-11-16,236,140,179,Upper East Side North,Lenox Hill East
2022-11-16,141,237,174,Lenox Hill West,Upper East Side South
2022-11-16,163,236,174,Midtown North,Upper East Side North
2022-11-16,186,230,174,Penn Station/Madison Sq West,Times Sq/Theatre District
2022-11-16,234,170,174,Union Sq,Murray Hill
2022-11-16,161,234,172,Midtown Center,Union Sq
2022-11-16,107,170,170,Gramercy,Murray Hill
2022-11-16,238,236,167,Upper West Side North,Upper East Side North
2022-11-16,237,229,163,Upper East Side South,Sutton Place/Turtle Bay North
2022-11-16,237,262,163,Upper East Side South,Yorkville East
2022-11-16,238,239,162,Upper West Side North,Upper West Side South
2022-11-16,237,163,160,Upper East Side South,Midtown North
2022-11-16,163,161,158,Midtown North,Midtown Center
2022-11-16,237,239,158,Upper East Side South,Upper West Side South
2022-11-16,140,237,157,Lenox Hill East,Upper East Side South
2022-11-16,170,161,157,Murray Hill,Midtown Center
2022-11-16,48,68,155,Clinton East,East Chelsea
2022-11-16,239,239,155,Upper West Side South,Upper West Side South
2022-11-16,230,186,154,Times Sq/Theatre District,Penn Station/Madison Sq West
2022-11-16,263,141,153,Yorkville West,Lenox Hill West
2022-11-16,48,48,152,Clinton East,Clinton East
2022-11-16,170,237,151,Murray Hill,Upper East Side South
2022-11-16,161,186,150,Midtown Center,Penn Station/Madison Sq West
2022-11-17,237,236,785,Upper East Side South,Upper East Side North
2022-11-17,236,237,640,Upper East Side North,Upper East Side South
2022-11-17,264,264,562,NV,NV
2022-11-17,236,236,495,Upper East Side North,Upper East Side North
2022-11-17,237,237,493,Upper East Side South,Upper East Side South
2022-11-17,237,161,345,Upper East Side South,Midtown Center
2022-11-17,132,132,313,JFK Airport,JFK Airport
2022-11-17,236,161,284,Upper East Side North,Midtown Center
